text,sentiment,aspect,polarity
"Re: DB Bahn Darf ich Ihrer Meinung nach also keine Pünktlichkeit Erwarten? Außerdem hinkt Ihr vergleich gewaltig, der Fernverkehr fährt auf besagter Strecke in der gleichen Geschwindigkeit wie der Fernverkehr. Außerdem hat eine Autobahn meist mehrere Fahrspuren, wenn die Gleise für den Fahrplan nicht ausreichen muss die Bahn halt weitere Gleise verlegen.",negative,Zugfahrt#Pünktlichkeit:negative,-1
"Let's play Train Simulator 2016 - Zuschauerwunsch #8 - Im ICE2 von Koblenz nach Köln Dies war der Zuschauerwunsch von Bahn Hannover. Sein Wunsch war eine schnelle Fahrt auf der Strecke Köln-Koblenz, von Koblenz nach Köln. Dies war der letzte Zuschauerwunsch von den acht, die es gab.",neutral,Allgemein#Haupt:neutral,1
"@Jeansgirly Fahre im Norden von Deutschland herum um Support zu machen. Aber man muss sagen, Bahn fahren nervt",negative,Allgemein#Haupt:negative,-1
Birgit Bohle - Den härtesten Job der #Bahn macht künftig eine Frau http://t.co/JZmbUG9fNn via @welt,neutral,Allgemein#Haupt:neutral,-1
Bahn-Chef Grube verspricht Ende der umgekehrten Wagenreihung: Im Zuge ihrer Service-Offensive verspricht die D... https://t.co/VfrjmnnVlk,neutral,Allgemein#Haupt:neutral,-1
Re: NETT-WERK Köln In der Bahn ist doch niemand . Wen soll der denn da ansprechen ?,neutral,Allgemein#Haupt:neutral,0
umweltkarte für Monate März und April AB umweltkarte für Monate März und April AB Hallo verkaufe meine Monate Karte März und April AB 2016. benötige ich sie …… 31.01.2016 um 17:26 Uhr 12169 Bahn & ÖPNV 120 €,neutral,Allgemein#Haupt:neutral,0
"Photos from Claudia Steinlechner's post Garconnière mit Loggia in bester Salzburger Lage €550 - Salzburg Sehr helle und ruhige ca. 35 m2 große Garconnière bestehend aus Vorraum mit Einbau-Hochschrank, Bad mit Badewanne/WC, Wohnzimmer mit Parkettboden und möblierter Küche Marke HAKA mit Elektrogeräten (E-Herd, Dunstabzug, Kühlschrank) sowie einer verglasten Loggia. Die verglaste Loggia mit eigener Türe kann bspw. als kleines Büro, begehbarer Schrankraum oder mit einem Doppelbett als Schlafzimmer genutzt werden. Ein Highlight der Wohnung ist der hochwertige Pelletsofen, Marke Calimax Sandor 8 KW, der gemütlich flackerndes Feuer bei gleichzeitig sehr geringen Heizkosten bietet. Die Fenster (3-fach-Verglasung) sind neuwertig. Die Wohnung befindet sich im 2. Stock und ist mit einem gerade neu eingebauten barrierefreien Lift erreichbar. Weiters gehört ein eigenes verschließbares Kellerabteil zur Wohnung. Ein Abstellraum für Fahrräder und eine Waschküche stehen den Bewohnern im Haus zur Verfügung. Parkplätze vor dem Haus sind ausreichend vorhanden und kostenlos (keine Kurzparkzone). Der TV-Anschluss ist ebenfalls kostenlos (SAT-Anlage). Das Gebäude wird professionell verwaltet, sodass stets für ordentliche Reinigung der Allgemeinflächen, Winterdienst etc. gesorgt ist. Die Garconniere befindet sich in zentrale Lage der Mozartstadt Salzburg, im beliebten Stadtteil Maxglan, in einer sehr ruhigen Seitenstraße. Das Landeskrankenhaus (SALK) ist fußläufig in ca. 5min zu erreichen. In unmittelbarer Umgebung finden Sie eine hervorragende Infrastruktur vor mit Fitnesscenter, Kindergarten, Schulen, Ärzten, Apotheke, Bäckerei, Metzgerei, Billa, Restaurants, Drogerie, Bank, Trafik etc. In wenigen Fußminuten erreichen Sie die S- Bahn sowie die Bushaltestelle. Zum Hauptbahnhof oder Flughafen sind es nur jeweils ca. 2 km. € 465,-- + € 85,-- Betriebskosten = € 550,-- Gesamtmietzins monatlich ca. € 15,-- Heizkosten für Pelletheizung Kaution: € 1.500,-- Keine Ablöse, KEINE MAKLERPROVISION: Sie sparen somit € 1.100,-- Provision Verfügbar ab 1.10.2015",positive,Zugfahrt#Streckennetz:positive Zugfahrt#Streckennetz:positive,1
@heinzkamke Für Fragen und Hinweise zum Personenverkehr der Deutschen Bahn stehen Ihnen die Kollegen bei @DB_Bahn zur Verfügung.,neutral,Allgemein#Haupt:neutral,0
"Förderung für barrierefreie Bahnhöfe Bundestagsabgeordnete Bernhard Kaster (CDU) hin und fordert den barrierefreien Umbau des Bahnhofs Trier-Pfalzel. Die Bahn lehnt dies bisher trotz hartnäckigen Drängens durch den Ortsbeirat ab mit dem Hinweis, in",negative,Barrierefreiheit#Haupt:negative,-1
"Bahn, Fahrrad oder Auto. Egal wie Ihr nach Nürnberg kommt, wir wünschen Euch eine gute Fahrt. Bis morgen! #fcsp https://t.co/uXf5e09w6N",neutral,Allgemein#Haupt:neutral,1
Re: Bad Cannstatt Ich finde dies auch sehr schade. Ich habe im letzten Jahr nur noch in Cannstatt eingekauft - mit der Bahn. Is ja nicht schlimm da rein zu kommen. Warum muss man immer mit dem Auto alles vollstopfen? Ich wünsche Euch alles Gute komme im Neuen Jahr nochmal vorbei. Rutscht gut ins Neue Jahr! ;),neutral,Allgemein#Haupt:neutral,1
DB Fahrkartenknipser macht sich auf 3 Plätzen breit. Dabei hat die S-Bahn nur zwei. Genau! Er versperrt zusätzlich den Gang.,negative,Service_und_Kundenbetreuung#Zugbetreuung:neutral Auslastung_und_Platzangebot#Haupt:negative Barrierefreiheit#Haupt:negative,1
"@wischi db navigator app, suche von a nach b, nur verbindungen mit mindestens einem ausfallenden zug. unbrauchbar.",negative,DB_App_und_Website#Informationen_DB_App_und_Website:neutral Sonstige_Unregelmässigkeiten#Haupt:negative,-1
heise.de Die GDL streikt für uns alle! Ein lesenswerter Kommentar zur aktuellen Streiksituation zwischen der #GDL und dem Deutsche Bahn Konzern http://www.heise.de/tp/artikel/44/44842/1.html Streiks sind der minimal notwendige Protest gegen die maximalen Zumutungen der Lohnarbeit,negative,Allgemein#Haupt:negative Allgemein#Haupt:negative,-1
Notrufsystem: 250 Funklöcher bei der Deutschen Bahn https://t.co/tWaFDx7Zkc via @golem,negative,Sicherheit#Haupt:negative Sicherheit#Haupt:negative,0
"Finanzierung von Wagenmaterial? (Antwort) Finanzierung von Wagenmaterial? numi , Dienstag, 04. August 2015, 02:14 (vor 8 Minuten) Dass man alte Wagen verschrottet halte ich nicht wirklich für einen größeren Fehler. Die alten Wagen entsprechen nicht mehr den heutigen Anforderungen der Kunden und sind auch nicht gerade günstig im Betrieb. Vorwerfen kann man der DB hier wohl, dass sie zu spät neue Züge bestellt hat. Aber dass sie sich von technisch veraltetem Material trennt, ist nicht wirklich ein Problem. Der Fehler liegt meiner Meinung darin, dass man viel zu spät auf den Markt reagiert hat. Der Fernverkehr in Deutschland wurde immer mehr zu einem Rumpfnetz. Man hat sich auf ertragreiche Verbindungen konzentriert und den Rest mehr und mehr eingestellt. Dabei war es oftmals schon lange ersichtlich, dass sich viele Verbindungen nicht mehr wirtschaftlich betreiben lassen. Meiner Ansicht nach hätte man nach Einstellung des InterRegio sehen müssen, wohin sich die ganze Sache entwickelt. Da hätte man handeln müssen anstelle den Kurs in den Abgrund stur weiterzufahren. Das Fernverkehrskonzept das im März diesen Jahres vorgestellt wurde, hätte man eigentlich schon vor 10 Jahren vorstellen müssen. Ein schönes Beispiel ist wirklich die Verbindung Nürnberg - Jena - Leipzig. Dass ein eigenwirtschaftlicher Fernverkehrsanschluss von Jena mit Inbetriebnahme der NBS nicht mehr möglich sein wird, ist schon seit Jahrzehnten abzusehen. Anstelle nun aber schon lange im Vorfeld zu planen, wie man die Verbindung erhält, wartet man bis März 2015 mit einem Konzept. Der Baubeginn der Strecke war vor 19 Jahren, mit den Planungen der Strecke wurde noch viel früher begonnen, was hat die DB Fernverkehr die ganze Zeit gemacht? Jetzt ist es eben zu spät und es wird auf der Strecke wohl recht lange keinen Fernverkehr geben.",negative,Allgemein#Haupt:negative Allgemein#Haupt:negative,-1
"“Verbote helfen nicht weiter” “Verbote helfen nicht weiter” Auto/Verkehr Dienstag, Juni 2nd, 2015 Die regionalen Wirtschaftsverbände – Industrie- und Handelskammer (IHK) Bonn/Rhein-Sieg, Handwerkskammer zu Köln, Kreishandwerkerschaft Bonn Rhein-Sieg, DEHOGA Nordrhein e.V., Einzelhandelsverband Bonn Rhein-Sieg Euskirchen e.V. – sowie der Verband Verkehrswirtschaft und Logistik Nordrhein-Westfalen e.V. lehnen verkehrsbeschränkende Maßnahmen zur Fortschreibung des Luftreinhalteplans Bonn ab. “Die von der Bezirksregierung Köln vorgeschlagenen Verkehrsverbote, die Einführung einer City-Maut, kennzeichen-gesteuerte Zufahrtsbeschränkungen oder das Verbot von Dieselfahrzeugen in der Bonner Innenstadt sind unverhältnismäßig und nicht zielführend”, so der Tenor einer gemeinsamen Stellungnahme: “Sie sind rechtlich unzulässig und würden den Wirtschaftsstandort Bonn nachhaltig schädigen.” Durch die angedachten Verkehrsbeschränkungen für die Reuterstraße würde eine Verlagerung der Pendlerströme in bislang weniger belastete Stadtteile stattfinden. So komme der gesamte Innenstadtverkehr zum Erliegen. Der Umstieg von Pendlern auf den ÖPNV sei angesichts des derzeitigen ÖPNV-Angebots unrealistisch. “Schon jetzt sind die Kapazitäten von Bussen und Bahnen in der Hauptverkehrszeit auf den wichtigsten Strecken ausgereizt. Deshalb muss das ÖPNV-Angebot insbesondere in den Stoßzeiten zunächst weiter verbessert werden, anstatt den Individualverkehr zu beschränken und im Gegenzug auf einen Umstieg zu hoffen”, stellen die Wirtschaftsorganisationen fest. Die vorgeschlagenen verkehrsbeschränkenden Maßnahmen führten im Gegenteil zu Umweg- und Zusatzverkehren, die sich nicht nur negativ auf die Transportkosten der Unternehmen, sondern auch negativ auf den Schadstoffausstoß insgesamt auswirken würden. Die Wirtschaftsorganisationen fordern deshalb die Steuerung der Verkehrsströme mit dem Ziel eines besseren Verkehrsflusses. Aus Sicht der Wirtschaft macht die Fokussierung auf die bislang bekannten beiden Belastungs-Hotspots Reuterstraße und Bornheimer Straße im Rahmen des Luftreinhalteplans Bonn angesichts der hohen NO2-Hintergrundbelastung wenig Sinn. Wegen der verkehrlichen Verflechtung der gesamten Region Bonn/Rhein-Sieg und der anstehenden weiteren Brücken- bzw. Autobahnsanierungen müsse dringend ein Verkehrskonzept für die gesamte Region Bonn/Rhein-Sieg entwickelt werden. Hier bringe sich die Wirtschaft gerne in den Diskussionsprozess ein. Der weiter zunehmende Transitverkehr mache zusätzliche Ost-West-Verbindungen bzw. einen Ausbau der bestehenden Autobahnen rund um Bonn unumgänglich. Die Wirtschaftsverbände: “Hätten wir die jahrzehntealten Planungen realisiert, gäbe es heute wahrscheinlich keinen Hotspot “Reuterstraße”. Solange keine weiträumige Umfahrung der Bonner Innenstadt geschaffen wird, wird sich die Belastungssituation weder an der Reuterstraße noch an anderen neuralgischen Punkten im Hinblick auf die verkehrliche Belastung positiv verändern.” Zumindest, was kleinräumige Verkehrsströme angeht, könnte aus Sicht der Wirtschaft eine Verbesserung der Angebote für Radfahrer (z. B. Ausbau des Radwegenetzes) zu verkehrlichen Entlastungen führen. Als wenig sinnvoll angesehen wird in diesem Zusammenhang allerdings die flächendeckende Einführung einer Tempo 30-Zone, da diese zu deutlichen Problemen bei allen Wirtschaftsverkehren führen würde. Zur Verbesserung der Attraktivität des ÖPNV begrüßen die Wirtschaftsverbände den Bau des neuen DB-Haltepunktes UN-Campus/Kongresszentrum sowie die Schaffung einer durchgängigen Bahn-Verbindung vom Flughafen zur Bonner Innenstadt. Ebenso könnte die Schaffung eines neuen Haltepunkts T-Mobile auf der rechten Rheinseite die geplanten Maßnahmen ergänzen. Sinnvoll erscheint auch die Unterstützung von flexiblen Carsharing-Modellen. Als Ansprechpartner stehen zur Verfügung: – IHK Bonn/Rhein-Sieg – Verkehr/Infrastruktur: Prof. Dr. Stephan Wimmers, Tel. 0228 2284-142, Eva Eichenberg, Tel. 0228 2284-145; Umwelt/Energie: Dr. Rainer Neuerbourg, Tel. 0228 2284-164 – Handwerkskammer zu Köln: Dipl.-Wirt.-Ing. Ulrich Fesser, Tel. 0221 2022-293 – Einzelhandelsverband Bonn Rhein-Sieg Euskirchen e.V.: Dipl.-Kfm. Uwe Stephan, Tel. 0228 725330 – Kreishandwerkerschaft Bonn.Rhein-Sieg: Ass. jur. Ernst Wittlich, Tel. 02241 990166 – DEHOGA Nordrhein e.V.: Mathias Johnen, Tel. 0221 9215800 – Verband Verkehrswirtschaft und Logistik Nordrhein-Westfalen e.V.: Marcus Hover, Tel. 0211 7347814 : http://www.88news.de/?p=1219659 an 2 Jun 2015. geschrieben in Auto/Verkehr",neutral,Zugfahrt#Streckennetz:neutral Zugfahrt#Streckennetz:neutral Zugfahrt#Streckennetz:neutral,-1
"Hier laufen Leute durch die S-Bahn, es wäre völlig töricht, denen Sprengstoff zu geben. Aber sie haben ganze Tüten davon voll.",negative,Atmosphäre#Haupt:neutral Atmosphäre#Haupt:negative Atmosphäre#Haupt:negative,-1
portemonnaie in der bahn vergessen - wie und wo kriege ich es wieder? Mal die Bahn und das Fundbüro kontaktieren. Mit etwas Glück kriegst du es darüber wieder. Ansonsten wird sich jemand das Geld genommen haben und es weggeworfen haben.... gutefrage.net-Tag: Geld gutefrage.net-Tag: Portemonnaie gutefrage.net-Tag: vergessen,neutral,Allgemein#Haupt:neutral,1
"Re: DB Bahn Mich auf jeden Fall :-D meine Tochter hat sich nämlich gewünscht, nach Berlin zu fahren aber nur wir zwei. Mama- Tochter Wochenende",neutral,Allgemein#Haupt:neutral,0
karate lernen und alle telefonierenden menschen in der bahn beseitigen.,negative,Atmosphäre#Haupt:negative,1
"Re: FOCUS-Online-Politik Yuma Cherokee stimmt,aber ich würde sagen,es ist schon zu spät.Man hätte bei den ersten Randalen eingreifen müssen und die Randalierer außer Landes bringen,egal wie,per Bus, Bahn oder Flieger.Dazu ist unsere Regierung zu dämlich dazu.",neutral,Allgemein#Haupt:neutral,-1
"Keine 1. Klasse in neuer ICE-Generation Keine 1. Klasse in neuer ICE-Generation Montag, 29. Februar 2016 Der neue ICE 3 © DB AG/Martin Busbach Berlin (kobinet) Schon im Sommer 2014 hatte die Antidiskriminierungsstelle des Bundes (ADS) die Deutsche Bahn AG um Stellungnahme gebeten, weil b",neutral,Allgemein#Haupt:neutral,1
"@DB_Bahn nächsten Freitag (15.) und Verbindung Rech Ortsmitte, Merzig nach Saarbrücken Hbf morgens (9:00 Uhr). Zeigt mir für den ganzen Tag",neutral,Allgemein#Haupt:neutral,1
Re: ZEIT ONLINE Ich bin ebenfalls dafür dass man den Zentralrat der Muslime miteinbezieht dann können sie durchsetzen das die muslimischen Mitarbeiter einen kostenlosen Gebetsteppich von der Bahn bekommen ... Und wöchentlich ein kostenloses Paket Tempo Taschentücher,neutral,Allgemein#Haupt:neutral,1
"@DerHerrGast Der Grund liegt mir leider nicht vor. Ich hoffe, die Bahn trifft gleich ein. /fr /cc @DB_Bahn",neutral,Allgemein#Haupt:neutral,1
"Re: N24 Kathrin Häger hat es als einzige hier kapiert,obwohl sie Blond ist^^ Wie sie schon schreibt,es geht hier um die Benutzung der Gehwege,die keinen Radweg haben,dann gehören Radler auf die Straße. Kinder bis 10 Jahre dürfen die Gehwege in Fahrtrichtung benutzen,Kinder unter 6 müssen diese Gehwege sogar benutzen...und so sollte es auch bleiben. Wenn ein Kind mit 11 Jahren es nicht drauf hat,sich vernünftig mit seinem Rad im Straßenverkehr zu verhalten,dann muss dieses Kind halt zu Fuß oder mit Bus und Bahn fahren,oder man schiebt halt ein Stück das Fahrrad,bis ein Radweg kommt. Sagen wir mal,mit 4 Jahren fängt ein Kind an Rad zu fahren,dann haben die Eltern gute 6 Jahre Zeit,ihren Kindern zu zeigen,wie man Sicher im Straßenverkehr fährt.Haben die Eltern das bis dahin nicht geschafft,gehört das Kind mit Rad weder auf Gehweg,noch auf die Straße,weil es eine Gefahr für sich selbst und andere wäre.",neutral,Allgemein#Haupt:neutral,-1
"Luxair-Maschine muss Start abbrechen und liegt auf dem Bauch Saarbrücken zwischengelandet und sollte gegen 11.00 Uhr Richtung Luxemburg wieder abheben. Die Passagiere wurden laut Luxair per Bus weitertransportiert, von Verwandten in Saarbrücken abgeholt oder fuhren mit dem Zug weiter",neutral,Allgemein#Haupt:neutral,-1
Re: Eisenbahnfieber Ich bin ein großer Freund der modernen Bahn doch das ist mir zu kitschig! Vielleicht in Verkehrsrot mit DB Keks drauf?,negative,Design#Haupt:negative,1
@DB_Bahn und groß! 30x42 cm. Normalerweise zeichne ich auf DIN A4 Zeichenkarton. https://t.co/VoE5bEtYiK,neutral,Allgemein#Haupt:neutral,1
RT @DB_Bahn: @newsjules Die Organisation eines Busnotverkehrs hat sich schwierig gestaltet. Mittlerweile sind mehrere Busse auf dem Weg. /ki,negative,Sonstige_Unregelmässigkeiten#Haupt:negative,-1
"RT @astefanowitsch: In der S- Bahn. Anrufer: Soll ich dir 'n Kaffee mitbringen? Angerufene: Nee, brauchst du nicht, hab schon einen getrunk…",neutral,Allgemein#Haupt:neutral,0
"RT @nacht_falter_2: Im Gegensatz zu Kita und Bahn, wären bei uns Menschen gefärdet. Grundversorgung ist gewährleistet. Somit ist es nicht a…",neutral,Allgemein#Haupt:neutral,1
HAZ exklusiv: Die @DB_Bahn hat die Sanierung der ICE-Strecke #Hannover-Kassel verzögert. https://t.co/BxHvSq4TjA https://t.co/Ty3xN95d9A,negative,Allgemein#Haupt:negative,-1
"«Berührt - Verführt» - Werbekampagnen im Museum """""">Bahn) oder «Mach mal Pause» (Coca Cola). Erinnert wird auch an schockierende Bilder, mit denen Benetton Anfang der 1990er polarisierte. Und es läuft und läuft «Der Ervolkswagen» (VW-Käfer). «Im Wandel sind nicht nur die Botschaften und""",neutral,Allgemein#Haupt:neutral,-1
Eisenbahn-Historie: 175 Jahre per Bahn zum Oktoberfest - Augsburger Allgemeine: Augsburger AllgemeineEisenbahn... http://t.co/d0r1EN5mzM,neutral,Allgemein#Haupt:neutral,0
@jonicious @DB_Bahn auf bahn.de gucken,neutral,Allgemein#Haupt:neutral,0
"@DB_Bahn @christian_beer Sehe ich das richtig, das diese Funktion nun abgeschafft wurde im neuen Layout?",neutral,Allgemein#Haupt:neutral,1
"Da werben die bei der @DB_Bahn mit Frühbucherrabatten - und wenn man für d. Monat per App buchen will, dann ist nach 4 Buchungen/Tag Schluss",negative,Ticketkauf#Haupt:neutral DB_App_und_Website#Haupt:negative Ticketkauf#Haupt:neutral Ticketkauf#Haupt:negative,0
RT @BahnAnsagen: Die Sache mit #Bielefeld wird immer mysteriöser... (via Fabian Siems) #Bahn #Anzeige https://t.co/0I6O4awkWI,negative,Allgemein#Haupt:negative Informationen#Haupt:negative,0
"Photo : DB Bahnticket Hamburg – München 18.09 .. um 16.01 2. Klasse ICE EUR 44 , 00 Angebotsende : Freitag ... http://t.co/ASrPUda3mW",neutral,Allgemein#Haupt:neutral,0
"@DB_Bahn seltsam, wir standen gut 15 Minuten da... Aber es hat sich ja gelegt. Danke!",neutral,Allgemein#Haupt:neutral,-1
